Fips,Target
42009,0
42055,0
42053,0
42119,0
42127,0
42089,0
42061,0
42125,1
42133,1
42101,1
42063,0
42041,1
42003,1
42129,1
42103,0
42057,0
42131,1
42013,1
42073,0
42015,0
42021,1
42011,1
42029,1
42111,0
42087,0
42115,0
42109,0
42039,0
42049,1
42067,0
42107,0
42005,0
42025,0
42023,0
42001,0
42035,0
42027,0
42097,0
42095,1
42121,0
42007,0
42017,1
42069,1
42051,0
42031,0
42077,1
42083,0
42033,0
42091,1
42059,0
42075,0
42079,1
42123,0
42081,1
42093,1
42037,0
42019,1
42065,0
42047,1
42071,1
42085,0
42099,0
42105,0
42113,0
42117,0
42043,1
42045,1
